"customer_id","customer_name","age","gender","mobile_number","city","purchase_date","product_category","product_name","quantity","unit_price","total_spend","payment_method","channel","customer_segment","year","month_num","month_name","day","hour","day_of_week","quarter","is_weekend","is_month_end","season","time_of_day","age_group","log_unit_price","log_total_spend","spend_tier"
"CID153","Heena Krishnan",32,"Other","9635448390","Kolkata",2023-01-28 12:09:28,"Books","Clean Code",4,931.77,3727.08,"Wallet","Phone","VIP",2023,1,"Jan",28,12,"Sat","Q1",TRUE,TRUE,"Winter","Afternoon","26-35",6.8382,8.2236,"Mid Spender"
"CID132","Kratika Antony",49,"Female","9780347496","Pune",2023-01-28 12:26:34,"Clothing","Winter Jacket",2,3875.73,7751.46,"Cash","In-Store","Regular",2023,1,"Jan",28,12,"Sat","Q1",TRUE,TRUE,"Winter","Afternoon","46-55",8.2627,8.9558,"High Spender"
"CID248","Ishaan Chadha",31,"Male","9185961316","Kolkata",2023-01-28 12:44:53,"Clothing","Saree",1,4909.62,4909.62,"Credit Card","In-Store","VIP",2023,1,"Jan",28,12,"Sat","Q1",TRUE,TRUE,"Winter","Afternoon","26-35",8.4992,8.4992,"Mid Spender"
"CID078","Vikram Patil",65,"Male","8910012669","Bangalore",2023-01-28 12:50:21,"Groceries","Sugar 1kg",6,79.3673,290.52,"UPI","Online","Regular",2023,1,"Jan",28,12,"Sat","Q1",TRUE,TRUE,"Winter","Afternoon","55+",4.3866,5.6751,"Low Spender"
"CID078","Vikram Patil",65,"Male","8910012669","Bangalore",2023-01-28 12:50:21,"Toys","LEGO Classic Set",2,2867.41,5734.82,"UPI","Online","Regular",2023,1,"Jan",28,12,"Sat","Q1",TRUE,TRUE,"Winter","Afternoon","55+",7.9615,8.6545,"High Spender"
"CID226","Suresh Sundar",64,"Male","8118205483","Hyderabad",2023-01-28 12:50:28,"Electronics","Gaming Mouse",2,4498.01,8996.02,"Credit Card","In-Store","VIP",2023,1,"Jan",28,12,"Sat","Q1",TRUE,TRUE,"Winter","Afternoon","55+",8.4116,9.1046,"High Spender"
"CID226","Suresh Sundar",64,"Male","8118205483","Hyderabad",2023-01-28 12:50:28,"Clothing","Sports T-Shirt",1,1162.44,1162.44,"Credit Card","In-Store","VIP",2023,1,"Jan",28,12,"Sat","Q1",TRUE,TRUE,"Winter","Afternoon","55+",7.0591,7.0591,"Low Spender"
"CID102","Pranav Bhosale",41,"Male","9452002049","Bangalore",2023-01-28 13:10:14,"Groceries","Aashirvaad Atta 10kg",1,841.81,841.81,"Debit Card","Mobile App","VIP",2023,1,"Jan",28,13,"Sat","Q1",TRUE,TRUE,"Winter","Afternoon","36-45",6.7367,6.7367,"Low Spender"
"CID102","Pranav Bhosale",41,"Male","9452002049","Bangalore",2023-01-28 13:10:14,"Clothing","Hoodie",1,2593.21,2593.21,"Debit Card","Online","VIP",2023,1,"Jan",28,13,"Sat","Q1",TRUE,TRUE,"Winter","Afternoon","36-45",7.861,7.861,"Mid Spender"
"CID102","Pranav Bhosale",41,"Male","9452002049","Bangalore",2023-01-28 13:10:14,"Clothing","Formal Trousers",10,2137.57,21375.7,"Credit Card","Online","VIP",2023,1,"Jan",28,13,"Sat","Q1",TRUE,TRUE,"Winter","Afternoon","36-45",7.6679,9.9701,"High Spender"
"CID227","Ritu Shukla",51,"Female","8622848122","Delhi",2023-01-28 13:56:51,"Books","Atomic Habits",1,687.9,687.9,"Debit Card","Phone","VIP",2023,1,"Jan",28,13,"Sat","Q1",TRUE,TRUE,"Winter","Afternoon","46-55",6.5351,6.5351,"Low Spender"
"CID227","Ritu Shukla",51,"Female","8622848122","Delhi",2023-01-28 13:56:51,"Clothing","Women's Kurti",2,1315.69,2631.38,"Debit Card","Online","VIP",2023,1,"Jan",28,13,"Sat","Q1",TRUE,TRUE,"Winter","Afternoon","46-55",7.1829,7.8756,"Mid Spender"
"CID065","Ishaan Shaikh",57,"Other","9955514887","Kolkata",2023-01-28 14:33:36,"Books","The Alchemist",1,215.66,215.66,"UPI","Mobile App","Regular",2023,1,"Jan",28,14,"Sat","Q1",TRUE,TRUE,"Winter","Afternoon","55+",5.3783,5.3783,"Low Spender"
"CID065","Ishaan Shaikh",57,"Other","9955514887","Kolkata",2023-01-28 14:33:36,"Electronics","PS5",1,51881.23,51881.23,"Cash","Mobile App","Regular",2023,1,"Jan",28,14,"Sat","Q1",TRUE,TRUE,"Winter","Afternoon","55+",10.8567,10.8567,"High Spender"
"CID022","Ganesh Jadhav",27,"Other","8859279868","Ahmedabad",2023-01-28 14:57:05,"Clothing","Kids Dress",9,1161.76,10455.84,"Cash","In-Store","VIP",2023,1,"Jan",28,14,"Sat","Q1",TRUE,TRUE,"Winter","Afternoon","26-35",7.0586,9.255,"High Spender"
"CID022","Ganesh Jadhav",27,"Other","8859279868","Ahmedabad",2023-01-28 14:57:05,"Automotive","LED Car Headlight Set",2,2629.78,5259.56,"Cash","In-Store","VIP",2023,1,"Jan",28,14,"Sat","Q1",TRUE,TRUE,"Winter","Afternoon","26-35",7.875,8.568,"Mid Spender"
"CID111","Ishan Kamath",35,"Other","9074883008","Hyderabad",2023-01-28 14:59:19,"Beauty","WOW Vitamin C Serum",1,1179.11,1179.11,"Debit Card","Online","VIP",2023,1,"Jan",28,14,"Sat","Q1",TRUE,TRUE,"Winter","Afternoon","26-35",7.0734,7.0734,"Low Spender"
"CID111","Ishan Kamath",35,"Other","9074883008","Hyderabad",2023-01-28 14:59:19,"Beauty","WOW Vitamin C Serum",2,1169.75,2339.5,"Debit Card","Online","VIP",2023,1,"Jan",28,14,"Sat","Q1",TRUE,TRUE,"Winter","Afternoon","26-35",7.0654,7.7581,"Mid Spender"
"CID194","Avni Philip",34,"Other","9355466673","Chennai",2023-01-28 15:10:31,"Groceries","Amul Butter 500g",1,373.88,373.88,"Net Banking","Mobile App","Premium",2023,1,"Jan",28,15,"Sat","Q1",TRUE,TRUE,"Winter","Evening","26-35",5.9266,5.9266,"Low Spender"
"CID140","Bhavna Banerjee",61,"Female","8796042250","Pune",2023-01-28 15:27:57,"Furniture","Bean Bag",2,2533.12,5066.24,"Credit Card","Phone","New Customer",2023,1,"Jan",28,15,"Sat","Q1",TRUE,TRUE,"Winter","Evening","55+",7.8376,8.5306,"Mid Spender"
"CID140","Bhavna Banerjee",61,"Female","8796042250","Pune",2023-01-28 15:27:57,"Books","Deep Work",3,321.91,965.73,"Credit Card","In-Store","New Customer",2023,1,"Jan",28,15,"Sat","Q1",TRUE,TRUE,"Winter","Evening","55+",5.7774,6.8739,"Low Spender"
"CID084","Usha Rajan",23,"Female","8122927156","Surat",2023-01-28 15:56:41,"Books","Rich Dad Poor Dad",3,407.22,1221.66,"Cash","Online","Premium",2023,1,"Jan",28,15,"Sat","Q1",TRUE,TRUE,"Winter","Evening","18-25",6.0118,7.1088,"Mid Spender"
"CID084","Usha Rajan",23,"Female","8122927156","Surat",2023-01-28 15:56:41,"Toys","Remote Control Car",1,1986.75,1986.75,"Cash","Online","Premium",2023,1,"Jan",28,15,"Sat","Q1",TRUE,TRUE,"Winter","Evening","18-25",7.5948,7.5948,"Mid Spender"
"CID296","Sushil Baig",49,"Male","8485921570","Kolkata",2023-01-28 16:13:08,"Groceries","Sunflower Oil 1L",2,237.11,474.22,"Net Banking","Mobile App","Premium",2023,1,"Jan",28,16,"Sat","Q1",TRUE,TRUE,"Winter","Evening","46-55",5.4727,6.1638,"Low Spender"
"CID004","Nikita Rajan",47,"Female","9736154240","Delhi",2023-01-28 16:57:13,"Toys","Barbie Doll House",1,4277.12,4277.12,"Cash","Online","New Customer",2023,1,"Jan",28,16,"Sat","Q1",TRUE,TRUE,"Winter","Evening","46-55",8.3613,8.3613,"Mid Spender"
"CID222","Sunil Doshi",61,"Other","8215584837","Pune",2023-01-28 17:57:03,"Groceries","Himalaya Honey 500g",7,480.92,3366.44,"Credit Card","Mobile App","VIP",2023,1,"Jan",28,17,"Sat","Q1",TRUE,TRUE,"Winter","Evening","55+",6.1778,8.1219,"Mid Spender"
"CID222","Sunil Doshi",61,"Other","8215584837","Pune",2023-01-28 17:57:03,"Groceries","Sugar 1kg",2,86.87,173.74,"Credit Card","Online","VIP",2023,1,"Jan",28,17,"Sat","Q1",TRUE,TRUE,"Winter","Evening","55+",4.4759,5.1633,"Low Spender"
"CID222","Sunil Doshi",61,"Other","8215584837","Pune",2023-01-28 17:57:03,"Groceries","Aashirvaad Atta 10kg",1,813.43,813.43,"Credit Card","Mobile App","VIP",2023,1,"Jan",28,17,"Sat","Q1",TRUE,TRUE,"Winter","Evening","55+",6.7025,6.7025,"Low Spender"
"CID060","Roshan Reddy",52,"Male","8428038602","Mumbai",2023-01-29 09:05:04,"Other","Desk Organizer",2,437.75,875.5,"UPI","In-Store","New Customer",2023,1,"Jan",29,9,"Sun","Q1",TRUE,TRUE,"Winter","Morning","46-55",6.0839,6.7759,"Low Spender"
"CID123","Zoya Doshi",39,"Other","9096260276","Mumbai",2023-01-29 09:07:45,"Automotive","Car Seat Cover Set",2,2902.67,5805.34,"Credit Card","Online","Premium",2023,1,"Jan",29,9,"Sun","Q1",TRUE,TRUE,"Winter","Morning","36-45",7.9737,8.6667,"High Spender"
"CID253","Uma Balaji",22,"Female","8624310113","Pune",2023-01-29 10:39:23,"Electronics","JBL Bluetooth Speaker",1,4312.29,4312.29,"Debit Card","In-Store","Regular",2023,1,"Jan",29,10,"Sun","Q1",TRUE,TRUE,"Winter","Morning","18-25",8.3695,8.3695,"Mid Spender"
"CID130","Komal Antony",65,"Other","9042670014","Surat",2023-01-29 10:45:38,"Furniture","Office Chair",4,12182.97,48731.88,"Net Banking","Online","Premium",2023,1,"Jan",29,10,"Sun","Q1",TRUE,TRUE,"Winter","Morning","55+",9.4079,10.7941,"High Spender"
"CID205","Megha Ghosh",29,"Female","9510534916","Chennai",2023-01-29 10:47:08,"Sports","Dumbbells Set 10kg",1,1819.14,1819.14,"Credit Card","Mobile App","Regular",2023,1,"Jan",29,10,"Sun","Q1",TRUE,TRUE,"Winter","Morning","26-35",7.5067,7.5067,"Mid Spender"
"CID205","Megha Ghosh",29,"Female","9510534916","Chennai",2023-01-29 10:47:08,"Electronics","Gaming Mouse",3,2844.22,8532.66,"Credit Card","Mobile App","Regular",2023,1,"Jan",29,10,"Sun","Q1",TRUE,TRUE,"Winter","Morning","26-35",7.9534,9.0518,"High Spender"
"CID124","Geeta Nair",53,"Female","7853487350","Pune",2023-01-29 11:24:32,"Books","Data Structures Guide",2,1064.82,2129.64,"Net Banking","Mobile App","VIP",2023,1,"Jan",29,11,"Sun","Q1",TRUE,TRUE,"Winter","Morning","46-55",6.9715,7.6642,"Mid Spender"
"CID258","Bharat Srivastava",19,"Male","9691877641","Hyderabad",2023-01-29 12:20:54,"Electronics","OnePlus Nord 4",2,39259.31,78518.62,"UPI","Online","Premium",2023,1,"Jan",29,12,"Sun","Q1",TRUE,TRUE,"Winter","Afternoon","18-25",10.578,11.2711,"High Spender"
"CID258","Bharat Srivastava",19,"Male","9691877641","Hyderabad",2023-01-29 12:20:54,"Other","Digital Weighing Scale",3,1437.16,4311.48,"UPI","Phone","Premium",2023,1,"Jan",29,12,"Sun","Q1",TRUE,TRUE,"Winter","Afternoon","18-25",7.2711,8.3693,"Mid Spender"
"CID258","Bharat Srivastava",19,"Male","9691877641","Hyderabad",2023-01-29 12:20:54,"Toys","Rubik's Cube",2,498.28,996.56,"UPI","Online","Premium",2023,1,"Jan",29,12,"Sun","Q1",TRUE,TRUE,"Winter","Afternoon","18-25",6.2132,6.9053,"Low Spender"
"CID178","Vandana Trivedi",53,"Female","8950944382","Delhi",2023-01-29 13:02:34,"Other","Digital Weighing Scale",1,1652.29,1652.29,"Net Banking","Mobile App","VIP",2023,1,"Jan",29,13,"Sun","Q1",TRUE,TRUE,"Winter","Afternoon","46-55",7.4105,7.4105,"Mid Spender"
"CID120","Nisha Khan",19,"Other","8486217388","Mumbai",2023-01-29 13:46:05,"Sports","Cricket Bat",1,3896.98,3896.98,"Debit Card","Phone","VIP",2023,1,"Jan",29,13,"Sun","Q1",TRUE,TRUE,"Winter","Afternoon","18-25",8.2682,8.2682,"Mid Spender"
"CID120","Nisha Khan",19,"Other","8486217388","Mumbai",2023-01-29 13:46:05,"Sports","Treadmill",1,58368.04,58368.04,"Wallet","Online","VIP",2023,1,"Jan",29,13,"Sun","Q1",TRUE,TRUE,"Winter","Afternoon","18-25",10.9745,10.9745,"High Spender"
"CID062","Jaya Paul",62,"Female","7489578801","Kolkata",2023-01-29 13:50:35,"Other","Photo Frame Set",1,741.99,741.99,"Credit Card","In-Store","Regular",2023,1,"Jan",29,13,"Sun","Q1",TRUE,TRUE,"Winter","Afternoon","55+",6.6107,6.6107,"Low Spender"
"CID002","Sachin Baig",30,"Other","7703467946","Mumbai",2023-01-29 14:11:12,"Toys","Action Figure Set",1,1208.35,1208.35,"Credit Card","Mobile App","VIP",2023,1,"Jan",29,14,"Sun","Q1",TRUE,TRUE,"Winter","Afternoon","26-35",7.0978,7.0978,"Low Spender"
"CID218","Jaya Pillai",37,"Female","7268633118","Ahmedabad",2023-01-29 15:16:52,"Other","Multicolour Pen Set",1,328.98,328.98,"Credit Card","Phone","VIP",2023,1,"Jan",29,15,"Sun","Q1",TRUE,TRUE,"Winter","Evening","36-45",5.799,5.799,"Low Spender"
"CID169","Simran Menon",53,"Other","9396977875","Surat",2023-01-29 15:22:09,"Clothing","Sports T-Shirt",1,1246.6,1246.6,"Wallet","Online","VIP",2023,1,"Jan",29,15,"Sun","Q1",TRUE,TRUE,"Winter","Evening","46-55",7.129,7.129,"Mid Spender"
"CID008","Shweta Bajaj",29,"Female","9267512818","Kolkata",2023-01-29 15:32:54,"Other","Multicolour Pen Set",3,224.13,672.39,"Credit Card","In-Store","Regular",2023,1,"Jan",29,15,"Sun","Q1",TRUE,TRUE,"Winter","Evening","26-35",5.4167,6.5123,"Low Spender"
"CID008","Shweta Bajaj",29,"Female","9267512818","Kolkata",2023-01-29 15:32:54,"Books","Deep Work",6,287.08,1722.48,"Wallet","In-Store","Regular",2023,1,"Jan",29,15,"Sun","Q1",TRUE,TRUE,"Winter","Evening","26-35",5.6632,7.4521,"Mid Spender"
"CID179","Komal Mathew",39,"Female","8072508170","Ahmedabad",2023-01-29 16:07:57,"Groceries","Sugar 1kg",3,104.33,312.99,"Credit Card","Mobile App","VIP",2023,1,"Jan",29,16,"Sun","Q1",TRUE,TRUE,"Winter","Evening","36-45",4.6571,5.7494,"Low Spender"
"CID224","Ram Pawar",48,"Other","7631735659","Bangalore",2023-01-29 16:14:49,"Books","Rich Dad Poor Dad",1,340.97,340.97,"Cash","In-Store","Premium",2023,1,"Jan",29,16,"Sun","Q1",TRUE,TRUE,"Winter","Evening","46-55",5.8347,5.8347,"Low Spender"
"CID151","Ritu Philip",21,"Female","8200117894","Ahmedabad",2023-01-29 16:25:57,"Beauty","Dove Soap Pack 4",1,234.7,234.7,"UPI","Phone","Regular",2023,1,"Jan",29,16,"Sun","Q1",TRUE,TRUE,"Winter","Evening","18-25",5.4626,5.4626,"Low Spender"
"CID183","Dhruv Dinesh",40,"Male","9462307173","Jaipur",2023-01-29 16:26:07,"Automotive","Car Seat Cover Set",1,2212.45,2212.45,"Credit Card","In-Store","Regular",2023,1,"Jan",29,16,"Sun","Q1",TRUE,TRUE,"Winter","Evening","36-45",7.7023,7.7023,"Mid Spender"
"CID183","Dhruv Dinesh",40,"Male","9462307173","Jaipur",2023-01-29 16:26:07,"Books","Zero to One",3,422.19,1266.57,"Credit Card","Online","Regular",2023,1,"Jan",29,16,"Sun","Q1",TRUE,TRUE,"Winter","Evening","36-45",6.0478,7.1449,"Mid Spender"
"CID183","Dhruv Dinesh",40,"Male","9462307173","Jaipur",2023-01-29 16:26:07,"Sports","Tennis Racket",3,3799.02,11397.06,"Credit Card","Phone","Regular",2023,1,"Jan",29,16,"Sun","Q1",TRUE,TRUE,"Winter","Evening","36-45",8.2428,9.3412,"High Spender"
"CID272","Sonia Joshi",30,"Female","7424193566","Delhi",2023-01-29 16:28:41,"Furniture","Study Table",5,7744.06,38720.3,"Credit Card","Mobile App","Premium",2023,1,"Jan",29,16,"Sun","Q1",TRUE,TRUE,"Winter","Evening","26-35",8.9548,10.5641,"High Spender"
"CID071","Dhaval Reddy",33,"Male","8348053856","Surat",2023-01-29 16:42:26,"Groceries","Sunflower Oil 1L",1,340.7,340.7,"UPI","In-Store","VIP",2023,1,"Jan",29,16,"Sun","Q1",TRUE,TRUE,"Winter","Evening","26-35",5.8339,5.8339,"Low Spender"
"CID071","Dhaval Reddy",33,"Male","8348053856","Surat",2023-01-29 16:42:26,"Groceries","Himalaya Honey 500g",1,598.5,598.5,"UPI","In-Store","VIP",2023,1,"Jan",29,16,"Sun","Q1",TRUE,TRUE,"Winter","Evening","26-35",6.3961,6.3961,"Low Spender"
"CID265","Isha Das",54,"Female","9665465263","Bangalore",2023-01-29 16:56:03,"Groceries","Himalaya Honey 500g",3,429.9,1289.7,"Credit Card","In-Store","VIP",2023,1,"Jan",29,16,"Sun","Q1",TRUE,TRUE,"Winter","Evening","46-55",6.0659,7.1629,"Mid Spender"
"CID086","Heena Desai",57,"Female","9611213802","Pune",2023-01-29 17:43:28,"Groceries","Basmati Rice 5kg",1,611.06,611.06,"UPI","Phone","Premium",2023,1,"Jan",29,17,"Sun","Q1",TRUE,TRUE,"Winter","Evening","55+",6.4168,6.4168,"Low Spender"
"CID217","Sangita Mathew",48,"Other","8405243084","Ahmedabad",2023-01-29 17:48:59,"Books","Python Crash Course",1,661.68,661.68,"Debit Card","In-Store","Regular",2023,1,"Jan",29,17,"Sun","Q1",TRUE,TRUE,"Winter","Evening","46-55",6.4963,6.4963,"Low Spender"
"CID277","Jaya Dey",20,"Female","9406607740","Bangalore",2023-01-30 09:11:37,"Clothing","Winter Jacket",10,3410.87,34108.7,"UPI","In-Store","Regular",2023,1,"Jan",30,9,"Mon","Q1",FALSE,TRUE,"Winter","Morning","18-25",8.135,10.4373,"High Spender"
"CID168","Rakhi Goyal",37,"Female","9676378913","Chennai",2023-01-30 09:22:22,"Beauty","WOW Vitamin C Serum",2,639.61,1279.22,"Wallet","Online","Premium",2023,1,"Jan",30,9,"Mon","Q1",FALSE,TRUE,"Winter","Morning","36-45",6.4624,7.1548,"Mid Spender"
"CID168","Rakhi Goyal",37,"Female","9676378913","Chennai",2023-01-30 09:22:22,"Electronics","Smart TV 55 inch",2,55171.1,110342.2,"Wallet","Online","Premium",2023,1,"Jan",30,9,"Mon","Q1",FALSE,TRUE,"Winter","Morning","36-45",10.9182,11.6114,"High Spender"
"CID263","Falak Nair",65,"Other","8781142237","Hyderabad",2023-01-30 09:38:23,"Books","Rich Dad Poor Dad",7,261.77,1832.39,"Credit Card","Online","Regular",2023,1,"Jan",30,9,"Mon","Q1",FALSE,TRUE,"Winter","Morning","55+",5.5713,7.5139,"Mid Spender"
"CID107","Trisha Yadav",26,"Other","9666322751","Delhi",2023-01-30 09:39:05,"Furniture","Study Table",1,6648.03,6648.03,"Wallet","Phone","Premium",2023,1,"Jan",30,9,"Mon","Q1",FALSE,TRUE,"Winter","Morning","26-35",8.8022,8.8022,"High Spender"
"CID147","Vijay Ganesh",41,"Male","9613038617","Mumbai",2023-01-30 10:35:51,"Automotive","Bike Chain Lubricant",1,588.67,588.67,"UPI","In-Store","VIP",2023,1,"Jan",30,10,"Mon","Q1",FALSE,TRUE,"Winter","Morning","36-45",6.3796,6.3796,"Low Spender"
"CID201","Sahil Oswal",23,"Male","7600818359","Mumbai",2023-01-30 11:21:51,"Electronics","iPad Air",3,98403.71,295211.13,"Wallet","Online","VIP",2023,1,"Jan",30,11,"Mon","Q1",FALSE,TRUE,"Winter","Morning","18-25",11.4968,12.5954,"High Spender"
"CID143","Shyam Paul",52,"Male","7627438822","Mumbai",2023-01-30 11:26:52,"Books","Business Sutra",6,770.43,4622.58,"Credit Card","In-Store","VIP",2023,1,"Jan",30,11,"Mon","Q1",FALSE,TRUE,"Winter","Morning","46-55",6.6482,8.4389,"Mid Spender"
"CID028","Akash Saraogi",50,"Male","9513781257","Jaipur",2023-01-30 11:30:27,"Toys","Baby Walker",3,4805.21,14415.63,"Debit Card","Mobile App","VIP",2023,1,"Jan",30,11,"Mon","Q1",FALSE,TRUE,"Winter","Morning","46-55",8.4777,9.5761,"High Spender"
"CID214","Kabir Shaikh",61,"Male","8302306814","Pune",2023-01-30 12:22:06,"Other","Photo Frame Set",3,849.65,2548.95,"Wallet","Online","Premium",2023,1,"Jan",30,12,"Mon","Q1",FALSE,TRUE,"Winter","Afternoon","55+",6.746,7.8438,"Mid Spender"
"CID046","Dhaval Chatterjee",52,"Male","9794424298","Mumbai",2023-01-30 12:25:38,"Groceries","Mixed Dry Fruits 500g",1,1184.3,1184.3,"Credit Card","Mobile App","VIP",2023,1,"Jan",30,12,"Mon","Q1",FALSE,TRUE,"Winter","Afternoon","46-55",7.0778,7.0778,"Low Spender"
"CID213","Parth Krishnan",56,"Male","9210161909","Bangalore",2023-01-30 12:28:12,"Electronics","Sony Headphones",2,16056.02,32112.04,"UPI","Online","VIP",2023,1,"Jan",30,12,"Mon","Q1",FALSE,TRUE,"Winter","Afternoon","55+",9.6839,10.377,"High Spender"
"CID069","Aisha Chatterjee",63,"Female","9130879336","Pune",2023-01-30 12:28:24,"Electronics","Mechanical Keyboard",1,6295.63,6295.63,"Credit Card","Online","VIP",2023,1,"Jan",30,12,"Mon","Q1",FALSE,TRUE,"Winter","Afternoon","55+",8.7478,8.7478,"High Spender"
"CID069","Aisha Chatterjee",63,"Female","9130879336","Pune",2023-01-30 12:28:24,"Groceries","Basmati Rice 5kg",2,660.88,1321.76,"Credit Card","Online","VIP",2023,1,"Jan",30,12,"Mon","Q1",FALSE,TRUE,"Winter","Afternoon","55+",6.4951,7.1875,"Mid Spender"
"CID268","Rahul Jadhav",57,"Male","7597029095","Ahmedabad",2023-01-30 12:30:23,"Groceries","Toor Dal 1kg",5,237.73,1188.65,"UPI","Phone","VIP",2023,1,"Jan",30,12,"Mon","Q1",FALSE,TRUE,"Winter","Afternoon","55+",5.4753,7.0814,"Low Spender"
"CID241","Umesh Singhania",24,"Male","9308006627","Kolkata",2023-01-30 12:33:48,"Clothing","Kids Dress",1,1534.37,1534.37,"UPI","Online","VIP",2023,1,"Jan",30,12,"Mon","Q1",FALSE,TRUE,"Winter","Afternoon","18-25",7.3365,7.3365,"Mid Spender"
"CID241","Umesh Singhania",24,"Male","9308006627","Kolkata",2023-01-30 12:33:48,"Clothing","Formal Trousers",1,3261.65,3261.65,"UPI","Online","VIP",2023,1,"Jan",30,12,"Mon","Q1",FALSE,TRUE,"Winter","Afternoon","18-25",8.0903,8.0903,"Mid Spender"
"CID207","Sangita Naik",44,"Female","7595232072","Ahmedabad",2023-01-30 13:28:26,"Automotive","Car Polish Kit",2,1332.97,2665.94,"UPI","In-Store","VIP",2023,1,"Jan",30,13,"Mon","Q1",FALSE,TRUE,"Winter","Afternoon","36-45",7.1959,7.8887,"Mid Spender"
"CID159","Aisha Chaudhary",62,"Female","7703148340","Chennai",2023-01-30 14:21:52,"Toys","Barbie Doll House",2,4700.12,9400.24,"Debit Card","Online","Premium",2023,1,"Jan",30,14,"Mon","Q1",FALSE,TRUE,"Winter","Afternoon","55+",8.4556,9.1486,"High Spender"
"CID001","Akash Balaji",19,"Male","7022770695","Jaipur",2023-01-30 14:23:30,"Other","Desk Organizer",3,604.5,1813.5,"Credit Card","In-Store","Premium",2023,1,"Jan",30,14,"Mon","Q1",FALSE,TRUE,"Winter","Afternoon","18-25",6.4061,7.5036,"Mid Spender"
"CID200","Meena Mirza",19,"Female","8925034090","Chennai",2023-01-30 14:43:29,"Clothing","Saree",2,3398.58,6797.16,"UPI","Online","VIP",2023,1,"Jan",30,14,"Mon","Q1",FALSE,TRUE,"Winter","Afternoon","18-25",8.1314,8.8244,"High Spender"
"CID058","Isha Agarwal",33,"Female","7134055806","Hyderabad",2023-01-30 14:44:14,"Books","Atomic Habits",1,764.87,764.87,"Credit Card","In-Store","VIP",2023,1,"Jan",30,14,"Mon","Q1",FALSE,TRUE,"Winter","Afternoon","26-35",6.641,6.641,"Low Spender"
"CID036","Rohit Doshi",24,"Male","7810659800","Bangalore",2023-01-30 14:54:36,"Groceries","Nescafe Coffee 200g",3,479.89,1439.67,"Credit Card","Mobile App","Regular",2023,1,"Jan",30,14,"Mon","Q1",FALSE,TRUE,"Winter","Afternoon","18-25",6.1756,7.2729,"Mid Spender"
"CID036","Rohit Doshi",24,"Male","7810659800","Bangalore",2023-01-30 14:54:36,"Groceries","Sugar 1kg",6,79.3673,350.46,"Credit Card","Mobile App","Regular",2023,1,"Jan",30,14,"Mon","Q1",FALSE,TRUE,"Winter","Afternoon","18-25",4.3866,5.8621,"Low Spender"
"CID105","Sonam Chatterjee",62,"Female","9336904031","Bangalore",2023-01-30 15:06:37,"Other","Photo Frame Set",1,908.07,908.07,"UPI","In-Store","VIP",2023,1,"Jan",30,15,"Mon","Q1",FALSE,TRUE,"Winter","Evening","55+",6.8124,6.8124,"Low Spender"
"CID208","Gopal Banerjee",54,"Male","7706065197","Mumbai",2023-01-30 15:10:50,"Sports","Cricket Bat",1,2756.25,2756.25,"UPI","Mobile App","Premium",2023,1,"Jan",30,15,"Mon","Q1",FALSE,TRUE,"Winter","Evening","46-55",7.922,7.922,"Mid Spender"
"CID045","Vaibhav Menon",51,"Male","8345591645","Delhi",2023-01-30 15:15:43,"Groceries","Amul Butter 500g",2,352.73,705.46,"Cash","Mobile App","Premium",2023,1,"Jan",30,15,"Mon","Q1",FALSE,TRUE,"Winter","Evening","46-55",5.8685,6.5603,"Low Spender"
"CID045","Vaibhav Menon",51,"Male","8345591645","Delhi",2023-01-30 15:15:43,"Groceries","Nescafe Coffee 200g",1,491.26,491.26,"Cash","Mobile App","Premium",2023,1,"Jan",30,15,"Mon","Q1",FALSE,TRUE,"Winter","Evening","46-55",6.199,6.199,"Low Spender"
"CID066","Nisha Dey",48,"Female","9648628049","Bangalore",2023-01-30 16:29:23,"Groceries","Mixed Dry Fruits 500g",8,583.45,4667.6,"Cash","Mobile App","Regular",2023,1,"Jan",30,16,"Mon","Q1",FALSE,TRUE,"Winter","Evening","46-55",6.3707,8.4486,"Mid Spender"
"CID066","Nisha Dey",48,"Female","9648628049","Bangalore",2023-01-30 16:29:23,"Groceries","Amul Butter 500g",4,238.78,955.12,"Cash","In-Store","Regular",2023,1,"Jan",30,16,"Mon","Q1",FALSE,TRUE,"Winter","Evening","46-55",5.4797,6.8629,"Low Spender"
"CID066","Nisha Dey",48,"Female","9648628049","Bangalore",2023-01-30 16:29:23,"Books","Clean Code",2,766.6,1533.2,"UPI","Phone","Regular",2023,1,"Jan",30,16,"Mon","Q1",FALSE,TRUE,"Winter","Evening","46-55",6.6433,7.3358,"Mid Spender"
"CID020","Megha Anand",43,"Female","8677015650","Bangalore",2023-01-30 17:06:55,"Electronics","Sony Headphones",1,9120.75,9120.75,"Credit Card","Mobile App","Premium",2023,1,"Jan",30,17,"Mon","Q1",FALSE,TRUE,"Winter","Evening","36-45",9.1184,9.1184,"High Spender"
"CID020","Megha Anand",43,"Female","8677015650","Bangalore",2023-01-30 17:06:55,"Electronics","USB-C Hub",1,2804.1,2804.1,"Debit Card","Mobile App","Premium",2023,1,"Jan",30,17,"Mon","Q1",FALSE,TRUE,"Winter","Evening","36-45",7.9392,7.9392,"Mid Spender"
